,distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,gas_enc,snow
388,28.0,5.0,26,21.5,12,E10,0,0,0,1,0
389,12.0,4.2,30,21.5,13,E10,0,0,0,1,0
390,11.2,5.5,38,21.5,15,E10,0,0,0,1,0
391,12.9,3.9,36,21.5,14,E10,0,0,0,1,0
392,18.5,4.5,46,21.5,15,E10,0,0,0,1,0
393,8.3,6.4,50,21.5,10,E10,0,0,0,1,0
394,7.8,4.4,43,21.5,11,E10,0,0,0,1,0
395,12.3,5.0,40,21.5,6,E10,0,0,0,1,0
396,4.9,6.4,26,21.5,4,E10,0,0,0,1,0
397,11.9,5.3,30,21.5,9,E10,0,0,0,1,0
398,12.4,5.6,42,21.5,4,E10,0,0,0,1,0
399,11.8,4.6,38,21.5,0,E10,0,0,0,1,0
400,12.3,5.9,59,21.5,10,E10,0,0,0,1,0
401,24.7,5.1,58,21.5,12,E10,0,0,0,1,0
402,12.4,4.7,46,21.5,11,E10,0,0,0,1,0
403,17.3,5.1,24,21.5,5,E10,0,0,0,1,0
404,33.4,5.6,36,21.5,3,E10,0,0,0,1,0
405,11.8,5.1,32,21.5,3,E10,0,0,0,1,0
406,25.9,4.9,39,21.5,8,E10,0,0,0,1,0
407,11.8,4.7,40,21.5,4,E10,0,0,0,1,0
408,25.3,5.5,32,21.5,3,E10,0,0,0,1,0
409,14.2,5.9,38,21.5,1,E10,0,0,0,1,0
410,17.9,5.7,37,21.5,1,E10,0,0,0,1,0
411,11.8,4.7,36,21.5,1,E10,0,0,0,1,0
412,12.3,5.9,62,21.5,6,E10,0,0,0,1,0
413,12.4,4.1,57,21.5,9,E10,0,0,0,1,0
414,18.4,5.7,21,22.5,2,E10,0,0,0,1,0
415,18.4,5.8,28,21.5,3,E10,0,0,0,1,0
416,18.3,5.5,29,21.5,1,E10,0,0,0,1,0
417,18.4,5.7,35,21.5,4,E10,0,0,0,1,0
418,12.3,5.3,51,21.5,11,E10,0,0,0,1,0
419,11.8,5.0,29,21.5,10,E10,0,0,0,1,0
420,12.3,5.6,58,21.5,8,E10,0,0,0,1,0
421,32.6,4.8,40,21.5,7,E10,0,0,0,1,0
422,19.0,4.3,36,21.5,7,E10,0,0,0,1,0
423,12.1,5.7,36,21.5,8,E10,0,0,0,1,0
424,20.0,5.2,37,21.5,4,E10,0,0,0,1,0
425,4.9,7.4,26,21.5,6,E10,0,0,0,1,0
426,11.8,4.8,23,21.5,9,E10,0,0,0,1,0
427,12.3,6.5,58,21.5,7,E10,0,0,0,1,0
428,12.4,4.0,55,21.5,7,E10,1,1,0,1,0
429,4.5,5.0,29,21.5,7,E10,1,0,0,1,0
430,11.7,4.6,37,21.5,6,E10,0,0,0,1,0
431,10.2,4.3,44,21.5,7,E10,0,0,0,1,0
432,5.4,3.3,32,21.5,7,SP98,0,0,0,0,0
433,2.0,9.9,21,21.5,4,SP98,0,0,0,0,0
434,14.2,5.1,32,21.5,7,SP98,0,0,0,0,0
435,16.0,4.9,25,21.5,8,SP98,0,0,0,0,0
436,11.8,4.9,25,21.5,11,SP98,0,0,0,0,0
437,27.3,4.7,36,21.5,10,SP98,0,0,0,0,0
438,11.8,5.1,29,21.5,5,SP98,0,1,0,0,0
439,10.6,4.9,63,21.5,6,SP98,0,0,0,0,0
440,11.6,4.2,61,21.5,7,SP98,0,0,0,0,0
441,13.1,6.1,46,21.5,6,SP98,0,1,0,0,0
442,6.1,6.4,28,21.5,8,SP98,0,0,0,0,0
443,153.5,4.9,82,21.5,3,SP98,0,1,0,0,0
444,11.8,4.9,24,21.5,7,SP98,0,0,0,0,0
445,12.3,6.2,61,21.5,8,SP98,0,0,0,0,0
446,12.4,4.2,57,21.5,8,SP98,0,0,0,0,0
447,12.3,5.7,52,21.5,8,SP98,0,1,0,0,0
448,2.9,7.9,18,21.5,9,SP98,1,1,0,0,0
449,2.1,12.2,23,21.5,9,SP98,1,1,0,0,0
450,9.8,5.8,24,21.5,6,SP98,0,0,0,0,0
451,6.8,5.3,26,21.5,6,SP98,0,0,0,0,0
452,12.4,5.4,24,21.5,7,SP98,0,0,0,0,0
453,12.4,4.7,57,21.5,8,SP98,0,0,0,0,0
454,11.8,4.6,41,21.5,6,SP98,0,0,0,0,0
455,12.3,5.4,55,21.5,8,SP98,0,0,0,0,0
456,14.0,4.3,40,21.5,8,SP98,0,0,0,0,0
457,11.8,4.5,37,21.5,4,SP98,1,0,0,0,0
458,12.3,5.2,55,21.5,12,SP98,0,0,0,0,0
459,2.0,6.2,20,21.5,10,SP98,0,0,0,0,0
460,13.9,5.1,29,21.5,6,SP98,0,0,0,0,0
461,9.7,3.9,42,21.5,8,SP98,0,0,0,0,0
462,11.6,5.0,25,21.5,6,SP98,0,0,0,0,0
463,14.2,5.4,38,21.5,7,SP98,0,0,0,0,0
464,11.8,4.5,39,21.5,6,SP98,0,0,0,0,0
465,24.8,5.1,50,21.5,9,SP98,0,0,0,0,0
466,12.4,4.7,56,21.5,7,SP98,0,0,0,0,0
467,34.8,4.0,28,20.0,4,SP98,0,0,0,0,0
468,14.2,5.4,36,20.0,6,SP98,0,0,0,0,0
469,5.2,4.5,39,20.0,10,SP98,0,0,0,0,0
470,10.5,3.6,42,20.0,10,SP98,0,0,0,0,0
471,12.3,5.2,57,20.0,10,SP98,0,0,0,0,0
472,11.8,4.9,25,20.0,11,SP98,0,0,0,0,0
473,12.3,6.2,58,20.0,11,SP98,0,1,0,0,0
474,13.2,4.3,51,20.0,11,SP98,0,1,0,0,0
475,13.0,5.0,45,20.0,11,SP98,0,1,0,0,0
476,12.9,5.1,32,20.0,11,SP98,0,0,0,0,0
477,13.9,5.6,22,20.0,8,SP98,0,0,0,0,0
478,11.8,4.3,37,20.0,6,SP98,0,0,0,0,0
479,12.2,5.8,60,20.0,11,SP98,0,0,0,0,0
480,12.5,4.0,51,20.0,13,SP98,0,0,0,0,0
481,12.4,4.7,43,21.92952127659574,10,SP98,0,0,0,0,0
482,11.8,5.9,21,20.0,9,SP98,1,1,0,0,0
483,11.8,5.3,52,21.92952127659574,11,SP98,0,0,0,0,0
484,12.5,4.2,57,20.0,11,SP98,0,0,0,0,0
485,15.7,5.3,33,21.92952127659574,9,SP98,0,0,0,0,0
486,12.9,5.7,35,21.92952127659574,9,SP98,0,0,0,0,0
487,6.4,4.4,37,21.92952127659574,10,SP98,0,0,0,0,0
488,5.3,4.1,34,21.92952127659574,9,SP98,0,0,0,0,0
489,26.2,5.8,71,21.0,8,SP98,1,1,0,0,0
490,18.8,5.0,62,21.92952127659574,9,SP98,0,1,0,0,0
491,4.9,6.9,25,21.0,12,SP98,0,1,0,0,0
492,12.4,5.4,18,21.0,11,SP98,1,1,0,0,0
493,22.9,5.3,45,20.5,7,SP98,0,0,0,0,0
494,162.7,5.5,75,23.0,1,SP98,0,0,0,0,0
495,4.9,6.5,26,21.0,1,SP98,0,0,0,0,0
496,11.8,4.7,36,21.0,4,SP98,0,0,0,0,0
497,16.6,5.1,56,21.0,7,SP98,0,0,0,0,0
498,12.4,5.7,37,21.0,7,SP98,0,0,0,0,0
499,15.9,5.4,25,21.0,7,SP98,0,0,0,0,0
500,5.1,8.7,21,23.5,5,SP98,0,0,0,0,0
501,22.4,4.9,66,20.5,7,SP98,0,0,0,0,0
502,31.1,4.7,42,20.5,7,SP98,0,0,0,0,0
503,4.9,6.3,27,20.5,3,SP98,0,0,0,0,0
504,11.8,5.1,26,23.0,4,SP98,0,1,0,0,0
505,22.9,6.0,42,23.0,4,SP98,0,1,0,0,0
506,12.4,4.6,38,23.0,1,SP98,0,1,0,0,1
507,12.9,5.8,40,23.0,4,SP98,0,0,0,0,0
508,11.8,5.1,43,23.0,0,SP98,0,0,0,0,0
509,12.2,5.8,58,23.0,2,SP98,0,0,0,0,0
510,24.8,4.6,55,23.0,3,SP98,0,0,0,0,0
511,14.2,5.6,24,23.0,8,SP98,0,0,0,0,0
512,11.8,4.6,38,23.0,0,SP98,0,1,0,0,1
513,12.2,6.3,57,23.0,0,SP98,0,1,0,0,1
514,24.7,5.5,56,25.0,1,SP98,0,0,0,0,0
515,6.8,4.3,46,24.0,2,SP98,0,0,0,0,0
516,17.3,5.6,37,21.5,1,SP98,0,0,0,0,0
517,11.8,4.3,44,21.5,-3,SP98,0,0,0,0,0
518,15.9,5.7,46,21.5,5,SP98,0,0,0,0,0
519,5.1,6.4,39,21.5,4,SP98,0,0,0,0,0
520,16.1,4.5,33,21.5,6,SP98,0,0,0,0,0
521,11.8,4.5,43,21.5,3,SP98,0,0,0,0,0
522,4.2,6.0,26,21.5,5,SP98,0,0,0,0,0
523,17.4,5.1,30,21.5,5,SP98,0,0,0,0,0
524,23.5,6.0,25,21.5,5,SP98,0,1,0,0,0
525,11.8,4.5,38,21.5,5,SP98,0,1,0,0,0
526,12.3,6.1,61,21.5,10,SP98,0,1,0,0,0
527,16.1,5.4,24,21.5,7,E10,0,1,0,1,0
528,11.8,4.3,40,21.5,10,E10,0,1,0,1,0
529,12.3,5.4,58,21.5,13,E10,0,0,0,1,0
530,12.4,4.3,49,21.5,17,E10,0,0,0,1,0
531,7.0,5.2,25,21.5,17,E10,0,0,0,1,0
532,11.8,4.1,37,21.5,10,E10,0,0,0,1,0
533,20.1,4.4,41,21.5,18,E10,0,0,0,1,0
534,20.8,4.5,45,21.5,10,E10,0,0,0,1,0
535,1.7,10.8,14,21.5,10,E10,0,1,0,1,0
536,35.9,4.7,45,21.5,12,E10,0,0,0,1,0
537,36.9,4.8,52,21.5,5,E10,0,0,0,1,0
538,16.8,4.0,46,21.5,8,E10,0,0,0,1,0
539,9.9,5.0,28,21.5,9,E10,0,0,0,1,0
540,22.9,4.6,61,21.5,7,E10,0,1,0,1,0
541,17.3,5.0,61,21.5,6,E10,1,1,0,1,0
542,11.8,4.3,37,21.5,7,E10,0,0,0,1,0
543,36.6,5.2,80,21.5,7,E10,0,1,0,1,0
544,44.9,4.7,62,21.5,8,E10,0,0,0,1,0
545,11.8,4.2,34,21.5,9,E10,0,1,0,1,0
546,21.6,5.3,44,21.5,9,E10,0,1,0,1,0
547,39.4,5.3,60,21.5,9,E10,0,1,0,1,0
548,5.1,8.1,39,21.5,4,E10,0,0,0,1,0
549,26.6,4.8,38,21.5,7,E10,0,0,0,1,0
550,53.2,5.1,71,21.5,2,E10,0,0,0,1,0
551,18.9,4.4,53,21.5,2,E10,0,0,0,1,0
552,43.5,5.0,80,21.5,3,E10,0,0,0,1,0
553,6.1,6.3,26,21.5,5,E10,0,0,0,1,0
554,16.4,4.8,49,21.5,5,E10,0,0,0,1,0
555,12.3,6.1,40,21.5,6,E10,0,0,0,1,0
556,21.1,4.6,36,21.5,8,E10,0,0,0,1,0
557,21.1,4.8,43,21.5,7,E10,0,0,0,1,0
558,22.7,4.7,55,21.5,6,E10,0,0,0,1,0
559,44.4,4.8,38,21.5,8,E10,0,0,0,1,0
560,35.8,4.4,51,21.5,6,E10,0,0,0,1,0
561,11.8,4.9,44,21.5,0,E10,0,0,0,1,0
562,26.2,4.9,42,21.5,6,E10,0,0,0,1,0
563,40.6,4.4,44,21.0,3,E10,0,0,0,1,0
564,12.4,5.3,38,21.0,-5,E10,0,0,0,1,0
565,14.1,5.3,47,21.0,-3,E10,0,0,0,1,0
566,58.7,4.8,75,21.0,0,E10,0,0,0,1,0
567,16.2,5.2,29,21.0,0,E10,0,0,0,1,0
568,12.3,4.9,50,22.5,0,E10,0,0,0,1,0
569,12.3,7.1,52,22.5,0,E10,1,1,0,1,1
570,12.4,5.2,51,22.5,1,E10,0,0,0,1,0
571,31.8,4.7,59,22.5,3,E10,0,0,0,1,0
572,12.3,5.1,55,22.5,8,E10,0,0,0,1,0
573,51.6,5.0,73,22.5,12,E10,0,0,0,1,0
574,38.6,4.6,44,22.5,10,E10,0,0,0,1,0
575,12.3,4.8,41,22.5,7,E10,0,0,0,1,0
576,81.2,4.4,69,22.0,13,E10,0,0,0,1,0
577,130.3,4.6,85,22.0,12,E10,0,0,0,1,0
578,67.2,4.3,67,22.0,18,E10,0,0,0,1,0
579,43.7,4.7,44,22.0,9,SP98,0,1,0,0,0
580,12.1,4.2,43,22.0,4,SP98,0,0,0,0,0
581,56.1,4.8,82,22.0,13,SP98,0,0,0,0,0
582,39.0,4.1,61,22.0,16,SP98,0,0,0,0,0
583,11.8,4.5,41,21.5,13,SP98,0,0,0,0,0
584,38.5,4.8,63,21.5,14,SP98,0,0,0,0,0
585,28.2,4.6,54,21.5,14,SP98,0,0,0,0,0
586,2.9,7.4,24,21.5,14,SP98,0,0,0,0,0
587,6.1,5.6,24,21.5,13,SP98,0,0,0,0,0
588,19.6,4.9,43,21.5,13,SP98,0,0,0,0,0
589,22.2,3.8,42,21.92952127659574,15,SP98,0,0,0,0,0
590,13.6,4.5,44,19.0,18,SP98,0,0,0,0,0
591,12.6,4.1,33,21.92952127659574,17,SP98,0,0,0,0,0
592,8.7,5.3,28,22.5,12,SP98,1,1,0,0,0
593,7.9,4.7,31,22.5,12,SP98,1,0,0,0,0
594,2.4,9.0,26,20.0,10,SP98,0,0,0,0,0
595,4.9,6.3,26,20.0,10,SP98,0,0,0,0,0
596,18.1,3.6,36,20.0,19,SP98,0,0,0,0,0
597,25.9,3.7,39,20.0,21,SP98,0,0,0,0,0
598,1.3,11.5,21,20.0,10,SP98,0,0,0,0,0
599,14.1,5.0,22,20.0,12,SP98,0,0,0,0,0
600,13.4,5.5,31,20.0,9,SP98,0,0,0,0,0
601,6.4,4.7,33,20.0,8,SP98,0,0,0,0,0
602,12.9,4.5,42,20.0,13,SP98,0,0,0,0,0
603,12.1,4.4,33,22.5,5,SP98,0,0,0,0,0
604,15.7,4.1,32,22.5,13,SP98,0,0,0,0,0
605,16.2,4.4,26,22.5,11,SP98,0,0,0,0,0
606,12.8,4.6,22,22.5,12,SP98,0,0,0,0,0
607,19.0,4.4,58,22.5,17,SP98,0,0,1,0,0
608,29.0,4.0,27,22.5,12,SP98,0,0,0,0,0
609,12.1,5.0,32,22.5,9,SP98,0,0,0,0,0
610,12.3,5.2,55,22.5,10,SP98,0,0,0,0,0
611,24.8,4.0,56,22.5,11,SP98,0,0,0,0,0
612,12.9,5.1,34,22.5,8,SP98,0,1,0,0,0
613,11.8,4.5,39,22.5,3,SP98,0,0,0,0,0
614,31.4,4.6,62,22.5,11,SP98,0,0,0,0,0
615,19.0,5.1,53,22.5,4,SP98,0,1,0,0,0
616,13.0,5.7,38,22.5,3,SP98,1,1,0,0,0
617,11.8,4.8,42,22.5,2,SP98,0,0,0,0,0
618,13.0,6.2,32,22.5,4,SP98,0,0,0,0,0
619,11.8,5.0,43,22.5,1,SP98,0,0,0,0,0
620,27.1,5.0,69,22.5,8,SP98,0,0,0,0,0
621,5.2,4.6,38,22.5,8,SP98,0,0,0,0,0
622,19.0,4.5,29,22.5,10,E10,0,0,0,1,0
623,12.4,4.8,38,22.5,1,E10,0,0,0,1,0
624,25.2,5.0,55,22.5,9,E10,0,0,0,1,0
625,14.3,4.8,36,22.5,10,E10,0,0,0,1,0
626,11.8,4.6,40,22.5,2,E10,0,0,0,1,0
627,16.9,4.5,48,22.5,9,E10,0,0,1,1,0
628,12.4,4.6,55,22.5,11,E10,0,0,1,1,0
629,17.4,4.4,36,22.5,12,E10,0,0,1,1,0
630,9.2,5.7,33,22.5,8,E10,0,1,0,1,0
631,12.3,5.8,54,22.5,10,E10,0,1,0,1,0
632,13.0,5.9,32,22.5,10,E10,0,0,0,1,0
633,11.8,6.1,16,22.5,6,E10,0,1,0,1,0
634,13.0,5.7,37,22.5,11,E10,0,1,0,1,0
635,12.3,5.0,42,22.5,10,E10,0,0,0,1,0
636,12.3,5.2,57,22.5,15,E10,0,0,1,1,0
637,12.5,4.3,57,22.5,16,E10,0,0,1,1,0
638,31.5,4.1,30,22.5,16,E10,0,0,1,1,0
639,11.8,4.4,42,22.5,8,E10,0,0,0,1,0
640,24.9,4.5,53,22.5,14,E10,0,0,0,1,0
641,17.0,3.9,46,22.5,14,E10,0,0,1,1,0
642,2.0,8.1,20,22.5,14,E10,0,0,0,1,0
643,11.8,4.4,33,22.5,8,E10,0,0,0,1,0
644,7.4,5.0,31,22.5,12,E10,0,0,0,1,0
645,12.4,4.7,55,22.5,14,E10,0,0,1,1,0
646,2.0,6.0,22,22.5,14,E10,0,0,0,1,0
647,14.0,5.0,41,22.5,8,E10,0,0,0,1,0
648,25.7,5.0,45,22.5,7,E10,0,0,0,1,0
649,24.5,3.9,50,21.92952127659574,15,E10,0,0,1,1,0
650,11.8,4.5,28,22.5,12,E10,0,0,0,1,0
651,4.1,5.4,24,22.5,13,E10,0,0,0,1,0
652,4.2,5.6,29,22.0,17,E10,0,0,0,1,0
653,4.2,3.9,29,22.0,18,E10,0,0,1,1,0
654,16.0,4.0,40,22.0,10,E10,0,0,0,1,0
655,22.9,4.0,29,21.92952127659574,21,E10,0,0,0,1,0
656,16.0,3.8,42,21.92952127659574,8,E10,0,0,0,1,0
657,15.4,4.5,50,22.0,14,E10,0,0,0,1,0
658,16.0,3.8,41,22.0,12,E10,0,0,0,1,0
659,4.2,5.6,32,22.0,18,E10,0,0,0,1,0
660,101.9,5.2,75,22.0,18,E10,0,0,0,1,0
661,93.9,4.8,88,23.0,18,E10,1,0,1,1,0
662,25.7,4.9,50,22.0,10,SP98,0,1,0,0,0
663,16.0,4.1,40,22.0,10,SP98,0,0,0,0,0
664,16.1,4.5,32,22.0,19,SP98,0,0,0,0,0
665,16.0,4.4,40,22.0,7,SP98,1,1,0,0,0
666,16.0,4.5,41,22.0,11,SP98,0,0,0,0,0
667,24.7,4.5,26,22.0,10,SP98,0,0,0,0,0
668,16.0,3.9,42,22.0,8,SP98,0,0,0,0,0
669,15.4,4.6,43,22.0,16,SP98,0,0,0,0,0
670,16.0,3.8,40,22.0,8,SP98,0,0,0,0,0
671,32.1,4.5,50,22.0,16,SP98,0,0,0,0,0
672,25.9,4.4,40,22.0,14,SP98,0,0,0,0,0
673,48.6,4.3,44,22.0,12,SP98,0,0,0,0,0
674,37.2,4.0,45,22.0,20,SP98,0,0,1,0,0
675,28.8,3.9,35,22.0,15,SP98,0,0,1,0,0
676,6.7,5.0,30,22.0,17,SP98,0,0,0,0,0
677,7.4,4.1,25,22.0,18,SP98,0,0,1,0,0
678,17.3,4.1,22,22.0,25,SP98,0,0,1,0,0
679,6.6,5.6,43,22.0,16,SP98,0,0,0,0,0
680,14.3,4.1,26,22.0,20,SP98,0,0,0,0,0
681,13.3,4.6,33,22.0,18,SP98,0,0,0,0,0
682,8.3,4.9,26,22.0,23,SP98,0,0,0,0,0
683,12.7,4.5,39,22.0,27,SP98,0,0,1,0,0
684,16.5,4.1,47,22.0,14,SP98,0,0,0,0,0
685,20.6,4.1,38,22.0,21,SP98,0,0,0,0,0
686,16.3,4.5,58,22.0,16,SP98,0,0,0,0,0
687,18.7,4.2,65,25.0,18,SP98,1,0,1,0,0
688,36.5,3.9,54,23.0,18,SP98,0,0,1,0,0
689,19.0,5.0,35,22.0,15,SP98,1,0,1,0,0
690,16.6,4.4,46,22.0,5,SP98,1,0,0,0,0
691,29.9,4.5,32,22.0,18,SP98,1,0,0,0,0
692,16.0,3.8,42,22.0,11,SP98,0,0,0,0,0
693,21.1,5.1,33,22.0,10,SP98,0,1,0,0,0
694,16.0,3.9,40,22.0,10,SP98,0,0,0,0,0
695,11.9,5.3,34,22.0,13,SP98,0,0,0,0,0
696,10.1,4.2,35,22.0,16,SP98,0,0,0,0,0
697,31.9,4.3,33,22.0,16,SP98,0,0,0,0,0
698,18.7,4.0,60,22.0,13,SP98,0,0,0,0,0
699,10.8,4.7,48,22.0,17,SP98,0,0,1,0,0
700,19.8,4.0,56,22.0,17,SP98,0,0,1,0,0
701,11.3,4.3,38,22.0,17,SP98,0,0,0,0,0
702,11.5,5.3,53,22.0,15,SP98,0,0,0,0,0
703,21.4,5.2,51,22.0,13,SP98,0,0,0,0,0
704,32.0,4.9,53,22.0,15,SP98,0,0,0,0,0
705,41.9,4.7,53,22.0,14,SP98,0,0,0,0,0
706,211.0,4.6,80,22.0,20,SP98,0,0,0,0,0
707,216.1,5.3,90,22.0,21,SP98,0,0,1,0,0
708,25.5,3.6,27,22.0,27,SP98,0,0,1,0,0
709,16.6,4.2,52,22.0,15,SP98,0,1,0,0,0
710,25.9,4.1,43,22.0,24,SP98,0,0,0,0,0
711,16.5,4.0,48,22.0,15,SP98,0,0,0,0,0
712,22.1,3.9,29,22.0,26,SP98,0,0,0,0,0
713,16.6,3.7,49,22.0,17,E10,0,0,0,1,0
714,15.4,4.5,43,22.0,24,E10,0,0,0,1,0
715,16.5,3.9,43,22.0,17,E10,0,0,0,1,0
716,15.4,5.1,21,22.0,24,E10,0,0,0,1,0
717,18.4,4.2,59,22.0,24,E10,0,0,0,1,0
718,39.5,4.2,58,22.0,25,E10,0,0,0,1,0
719,21.5,4.8,47,25.0,27,E10,1,0,1,1,0
720,4.8,4.7,26,25.0,18,E10,0,0,0,1,0
721,100.9,4.7,87,23.5,22,E10,0,0,0,1,0
722,129.7,4.6,58,24.0,21,E10,0,0,0,1,0
723,16.6,3.8,43,21.5,16,E10,0,0,0,1,0
724,15.4,4.2,50,21.5,21,E10,0,0,0,1,0
725,16.0,3.7,45,22.0,17,E10,0,0,0,1,0
726,16.0,4.2,41,22.0,15,E10,0,0,0,1,0
727,15.4,4.1,45,22.0,24,E10,0,0,0,1,0
728,16.0,4.0,43,22.0,16,E10,0,0,0,1,0
729,21.0,3.8,37,22.0,21,E10,0,0,0,1,0
730,15.4,3.8,47,22.0,24,E10,0,0,0,1,0
731,16.0,3.8,42,22.0,17,E10,0,0,0,1,0
732,16.1,5.1,30,25.0,16,E10,1,1,0,1,0
733,16.0,4.0,42,22.0,15,E10,0,0,0,1,0
734,15.4,4.8,40,22.0,18,E10,0,0,0,1,0
735,17.2,3.9,35,22.0,16,E10,0,0,0,1,0
736,16.6,4.6,50,22.0,25,E10,0,0,0,1,0
737,18.3,4.3,46,22.0,16,SP98,0,0,0,0,0
738,16.1,4.8,36,22.0,18,SP98,0,1,0,0,0
739,16.0,4.1,46,22.0,17,SP98,0,0,0,0,0
740,16.3,4.0,35,22.0,23,SP98,0,0,0,0,0
741,16.0,3.7,44,22.0,16,SP98,0,0,0,0,0
742,18.3,4.3,46,22.0,23,SP98,0,0,0,0,0
743,4.5,5.2,23,22.0,23,SP98,0,0,1,0,0
744,17.0,4.2,48,22.0,16,SP98,0,0,0,0,0
745,6.1,5.0,35,24.5,18,SP98,0,0,0,0,0
746,6.1,5.0,33,22.0,24,SP98,0,0,1,0,0
747,17.3,4.2,36,22.0,22,SP98,0,0,0,0,0
748,6.0,4.8,27,22.0,17,SP98,0,0,0,0,0
749,16.0,4.1,45,22.0,15,SP98,0,0,0,0,0
750,15.4,4.9,55,22.0,18,SP98,0,0,0,0,0
751,15.4,4.3,39,22.0,23,SP98,0,0,0,0,0
752,16.0,3.9,35,22.0,18,SP98,0,0,0,0,0
753,15.4,4.5,52,22.0,26,SP98,0,0,0,0,0
754,16.6,4.1,48,25.5,30,SP98,1,0,1,0,0
755,15.4,5.0,48,25.5,31,SP98,1,0,0,0,0
756,16.0,4.0,43,22.0,21,SP98,1,0,0,0,0
757,15.4,4.5,42,22.0,30,SP98,0,0,0,0,0
758,16.0,3.6,43,22.0,19,SP98,0,0,0,0,0
759,20.9,4.1,33,22.0,21,SP98,0,0,0,0,0
760,32.1,3.9,47,22.0,26,SP98,0,0,0,0,0
761,15.3,6.6,16,24.0,27,SP98,1,0,0,0,0
762,28.5,4.0,44,25.0,23,SP98,1,0,0,0,0
763,11.9,3.7,33,25.0,19,SP98,0,0,0,0,0
764,14.5,4.3,36,25.0,22,SP98,0,0,0,0,0
765,16.6,4.1,49,22.0,26,SP98,0,0,1,0,0
766,16.2,4.4,39,24.5,17,SP98,1,0,0,0,0
767,16.7,3.8,44,24.5,23,SP98,0,0,1,0,0
768,8.3,5.0,52,24.5,27,SP98,0,0,0,0,0
769,5.5,3.7,33,24.5,28,SP98,0,0,1,0,0
770,13.6,3.7,33,24.5,28,SP98,0,0,1,0,0
771,16.0,3.7,39,24.5,18,SP98,0,0,0,0,0
772,16.1,4.3,38,25.0,31,SP98,1,0,0,0,0
773,16.0,3.8,45,25.0,19,SP98,0,0,0,0,0
774,15.4,4.6,42,25.0,31,SP98,1,0,0,0,0
775,14.7,5.0,25,25.0,30,SP98,1,0,0,0,0
